s.n.,name_of_province,district_name_english,district_name_nepali,palika_name_english,palika_name_nepali,palika_type,total_wards,municipal_center_english,municipal_center_nepali,municipal_center_sec_source,total_palikas,website,email,area_sq_km,total_population,total_male,total_female,total_households,long,lat,remarks
668,7,ACHHAM,अछाम,Dhakari Gaunpalika,ढकारी गाउँपालिका,Gaunpalika,8,Dhakari,ढकारी,Dhakari,3,http://www.dhakarimun.gov.np/,ito.dhakarimun@gmail.com,228,20417,9757,10660,3689,81.26219,28.99923,
669,7,ACHHAM,अछाम,Kamal bazar Municipality,कमलबजार नगरपालिका,Nagarpalika,10,Kamalbazar,कमलबजार,Kamalbazar,4,http://www.kamalbazarmun.gov.np/,,121,23738,11048,12690,4482,81.340241,29.052268,
670,7,ACHHAM,अछाम,Mangalsen Municipality,मंगलसेन नगरपालिका,Nagarpalika,14,Mangalsen,मंगलसेन्,Mangalsen,5,http://www.mangalsenmun.gov.np/,,220,32507,14876,17631,6604,81.257212,29.14138,
671,7,ACHHAM,अछाम,Mellekh Gaunpalika,मेल्लेख गाउँपालिका,Gaunpalika,8,Bindhyabasini,बिन्ध्याबासिनि,Bindhyabasini,6,http://www.mellekhmun.gov.np/,mellekhgaupalika@gmail.com,135,20600,9621,10979,3623,81.283477,29.254423,
672,7,ACHHAM,अछाम,Panchdebal Binayak Municipality,पंचदेवल बिनायक नगरपालिका,Nagarpalika,9,Binayak,बिनायक,Binayak,7,http://www.panchadewalbinayakmun.gov.np/,,148,27485,12859,14626,4966,81.396469,29.103769,
673,7,ACHHAM,अछाम,Ramaroshan Gaunpalika,रामारोशन गाउँपालिका,Gaunpalika,7,Shantada,शन्तद,Shantada,8,http://www.ramaroshanmun.gov.np/,icto.ramaroshanmun@gmail.com,173,25166,12109,13057,4357,81.380797,29.169103,
674,7,ACHHAM,अछाम,Sanphebagar Municipality,साँफेबगर नगरपालिका,Nagarpalika,14,Sanphebagar,सन्फेबगर्,Sanphebagar,9,http://www.sanfebagarmun.gov.np/,,167,33579,15387,18192,6657,81.222165,29.210289,
675,7,ACHHAM,अछाम,Turmakhand Gaunpalika,तुर्माखाँद गाउँपालिका,Gaunpalika,8,Turmakhand,टुर्माखानद्,Turmakhand,10,http://www.turmakhadmun.gov.np/,ito.turmakhadmun@gmail.com,232,24764,11839,12925,4575,81.368519,28.945753,
676,7,BAITADI,बैतडी,Dasharathchand Municipality,दशरथचन्द नगरपालिका,Nagarpalika,11,Dasharathchand,डशरथ चन्द्,Dasharathchand,1,http://www.dasharathchandmun.gov.np/,,129,33683,15330,18353,7055,80.430632,29.534818,
677,7,BAITADI,बैतडी,Dilasaini Gaunpalika,डीलासैनी गाउँपालिका,Gaunpalika,7,Dilasaini,डिलसैनि,Dilasaini,2,http://www.dilasainimun.gov.np/,drmbaitadi@gmail.com,125,22924,10990,11934,4110,80.604305,29.644395,
678,7,BAITADI,बैतडी,Dogada Kedar Gaunpalika,दोगडाकेदार गाउँपालिका,Gaunpalika,8,Deulek,डेउलेक्,Deulek,3,http://www.dogdakedarmun.gov.np/,dogadakedargaunpalika@gmail.com,132,27516,12743,14773,5023,81.289295,29.422252,
679,7,BAITADI,बैतडी,Melauli Municipality,मेलौली नगरपालिका,Nagarpalika,9,Melauli,मेलौलि,Melauli,4,http://www.melaulimun.gov.np/,,120,22819,10643,12176,3963,80.409787,29.416994,
680,7,BAITADI,बैतडी,Pancheshwor Gaunpalika,पन्चेश्वर गाउँपालिका,Gaunpalika,6,Amchaura,अ्चौरा,Amchaura,5,http://www.pancheshwormun.gov.np/,ito.pancheshwormun@gmail.com,120,19135,8696,10439,3365,80.317418,29.452462,
681,7,BAITADI,बैतडी,Patan Municipality,पाटन नगरपालिका,Nagarpalika,10,Patan,पाटन,Patan,6,http://www.patanmun.gov.np/,,219,30500,13917,16583,5824,80.548472,29.467689,
682,7,BAITADI,बैतडी,Puchaundi Municipality,पुचौंडी नगरपालिका,Nagarpalika,10,Haat,हात्,Haat,7,http://www.purchaudimun.gov.np/,,199,38528,18762,19766,6294,80.699572,29.605042,
683,7,BAITADI,बैतडी,Shivanath Gaunpalika,शिवनाथ गाउँपालिका,Gaunpalika,6,Shivanath,शिभनथ्,Shivanath,8,http://www.shivanathmun.gov.np/,ito.shivanathmun@gmail.com,81.65,15999,7575,8424,2602,80.351402,29.398383,
684,7,BAITADI,बैतडी,Sigas Gaunpalika,सिगास गाउँपालिका,Gaunpalika,9,Garje,गर्जे,Garje,9,http://www.sigasmun.gov.np/,,245,21400,10042,11358,3745,80.740172,29.444916,
685,7,BAITADI,बैतडी,Surnaya Gaunpalika,सुर्नया गाउँपालिका,Gaunpalika,8,Rauleshwor,रौलेश्वोर्,Rauleshwor,10,http://www.sunaryamun.gov.np/,,125,17515,7998,9517,3156,80.605234,29.523566,
686,7,BAJHANG,बझाङ,Bitthadchir Gaunpalika,बित्थडचिर गाउँपालिका,Gaunpalika,9,Deulekh,डेउलेख्,Deulekh,1,http://www.bitthadchirmun.gov.np/,,86.15,17154,8118,9036,2739,80.818834,29.528688,
687,7,BAJHANG,बझाङ,Bungal Municipality,बुंगल नगरपालिका,Nagarpalika,11,Khiratadi,खिरातदि,Khiratadi,2,http://www.bungalmun.gov.np/,,448,33224,16216,17008,5480,80.853727,29.601087,
688,7,BAJHANG,बझाङ,Chhabis Pathibhara Gaunpalika,छबिस पाथिभरा गाउँपालिका,Gaunpalika,7,Byasi,ब्या सि,Byasi,3,http://www.chhabispathiveramun.gov.np/,,116,16296,7679,8617,2953,81.063151,29.528845,
689,7,BAJHANG,बझाङ,Durgathali Gaunpalika,दुर्गाथली गाउँपालिका,Gaunpalika,7,Chaundhari,चौन्धरि,Chaundhari,4,http://www.durgathalimun.gov.np/,durgathalimun23@gmail.com,61.83,12972,5915,7057,2447,81.040512,29.498037,
690,7,BAJHANG,बझाङ,Jayaprithibi Municipality,जयपृथ्वी नगरपालिका,Nagarpalika,11,Jayaprithibi,जयपृथिवि,Jayaprithibi,5,http://jayaprithvimun.gov.np/,,167,22191,10655,11536,4015,81.199188,29.551271,
691,7,BAJHANG,बझाङ,Kadaa Gaunpalika,शैपाल गाउँपालिका,Gaunpalika,5,Kanda,कन्द,,6,http://www.kandamun.gov.np/,ito.saipalmun@gmail.co,1470,2182,1106,1076,363,81.338651,29.728892,
692,7,BAJHANG,बझाङ,Kedarsyun Gaunpalika,केदारस्युँ गाउँपालिका,Gaunpalika,9,Rayal,रायल्,Rayal,7,http://www.kedarasyumun.gov.np/,,114,21307,10046,11261,3586,80.909527,29.45262,
693,7,BAJHANG,बझाङ,Khaptad Chhanna Gaunpalika,खप्तडछान्ना गाउँपालिका,Gaunpalika,7,Majhigau,मझिगाउ,Majhigau,8,http://www.khaptadchhannamun.gov.np/,khaptadchhannamun@gmail.com,114,15662,7057,8605,3062,81.161076,29.456168,
694,7,BAJHANG,बझाङ,Masta Gaunpalika,मष्टा गाउँपालिका,Gaunpalika,7,Bhatekhola,भातेखोला,Bhatekhola,9,http://www.mastamun.gov.np/,ito.mastamun@gmail.com,109,14951,7111,7840,2456,81.238063,29.554383,
695,7,BAJHANG,बझाङ,Surma Gaunpalika,सूर्मा गाउँपालिका,Gaunpalika,5,Daulichour,डौलिचोउर्,Daulichour,10,http://www.surmamun.gov.np/,,271,9022,4547,4475,1418,81.110586,29.640167,
696,7,BAJHANG,बझाङ,Talkot Gaunpalika,तालकोट गाउँपालिका,Gaunpalika,7,Melbisauni,मेल्बिसाउनइ,Melbisauni,11,http://www.talkotmun.gov.np/,talkot.gaupalika@gmail.com,335,11557,5541,6016,2000,81.294559,29.660482,
697,7,BAJHANG,बझाङ,Thalara Gaunpalika,थलारा गाउँपालिका,Gaunpalika,9,Kot Bhairab,कोत भैरब्,Kot Bhairab,12,http://www.thalaramun.gov.np/,ito.thalaramun@gmail.com,106,17952,8261,9691,3211,81.028447,29.462416,
698,7,BAJURA,बाजुरा,Badimalika Municipality,बडिमालिका नगरपालिका,Nagarpalika,9,Martadi ???,मर्तादी ? ? ?,Badimalika,1,http://www.badimalikamun.gov.np/,,276,16818,8656,8162,3446,81.458194,29.450033,
699,7,BAJURA,बाजुरा,Budhiganga Municipality,बुढीगंगा नगरपालिका,Nagarpalika,10,Kuldeumandau,कुल्देउमान्दौ,Kuldeumandau,2,http://www.budhigangamunbajura.gov.np/,,59.2,21677,9975,11702,4277,81.282196,29.334588,
700,7,BAJURA,बाजुरा,Budhinanda Municipality,बुढीनन्दा नगरपालिका,Nagarpalika,10,Kolti,कोल्ति,Kolti,3,http://www.bedkotmun.gov.np/,,232,18776,9351,9425,3452,81.625429,29.54786,
701,7,BAJURA,बाजुरा,Gaumul Gaunpalika,गौमुल गाउँपालिका,Gaunpalika,6,Ghatmuna,घाटमुना,Ghatmuna,5,http://www.gaumulmun.gov.np/,ito.gaumulmun@gmail.com,315,8515,4166,4349,1560,81.438049,29.484613,
702,7,BAJURA,बाजुरा,Himali Gaunpalika,हिमाली गाउँपालिका,Gaunpalika,7,Dhulachaur,ढुलाचौर्,Dhulachaur,6,http://www.himalimun.gov.np/,,830,9214,4625,4589,1722,81.783233,29.529711,
703,7,BAJURA,वाजुरा,Jagannath Gaunpalika,जगन्नाथ गाउँपालिका,Gaunpalika,6,Judadi,जुददि,Judadi,7,http://www.pandavgufamun.gov.np/,ito.jagganathmun@gmail.com,172,9432,4651,4781,1684,81.716395,29.410086,
704,7,BAJURA,बाजुरा,Khaptad Chhededaha Gaunpalika,खप्तड छेडेदह गाउँपालिका,Gaunpalika,7,Dogadi,डोगाडी,Dogadi,4,http://www.chhededahamun.gov.np/,icto.chhededaha@gmail.com,128,18575,8797,9778,3174,81.284906,29.422434,
705,7,BAJURA,बाजुरा,Swami Kartik Khapar Gaunpalika,स्वामीकार्तिक खापर गाउँपालिका,Gaunpalika,5,Suijeula Wai,सुइजेउला वै,Wai,8,http://swamikartikmun.gov.np/,ito.swamikartikmun@gmail.com,111,12784,6226,6558,2223,81.727051,29.482671,
706,7,BAJURA,बाजुरा,Tribeni Municipality,त्रिवेणी नगरपालिका,Nagarpalika,9,Toli,तोलि,Tolidewal,9,http://www.trivenimunbajura.gov.np/,,170,18363,8631,9732,3350,81.355649,29.346317,
707,7,DADELDHURA,डँडेलधुरा,Aalital Gaunpalika,आलिताल गाउँपालिका,Gaunpalika,8,Aalital,आलितल्,Aalital,2,http://www.aalitalmun.gov.np/,ito.aalital@gmail.com,293,18531,8946,9585,3280,80.48844,29.12726,
708,7,DADELDHURA,डँडेलधुरा,Ajayameru Gaunpalika,अजयमेरु गाउँपालिका,Gaunpalika,6,Bhadrapur,भद्रपुर्,Bhadrapur,1,http://www.ajayamerumun.gov.np/,ajayamerugaupalika@gmail.com,149,17066,7894,9172,3311,80.52257,29.3334,
709,7,DADELDHURA,डँडेलधुरा,Amargadhi Municipality,अमरगढी नगरपालिका,Nagarpalika,11,Amargadhi,अमरगधि,Amargadhi,3,http://www.amargadhimun.gov.np/,,139,21245,10003,11242,4778,80.583114,29.282649,
710,7,DADELDHURA,डँडेलधुरा,Bhageshwor Gaunpalika,भागेश्वर गाउँपालिका,Gaunpalika,5,Bagarkot,बगरकोत्,Bagarkot,4,http://www.bhageshwormun.gov.np/,ito.bhageshwormun@gmail.com,233,14129,6728,7401,2462,80.406852,29.330439,
711,7,DADELDHURA,डँडेलधुरा,Ganyapdhura Gaunpalika,गन्यापधुरा गाउँपालिका,Gaunpalika,5,Ganeshpur,गणेशपुर्,Ganeshpur,5,http://www.ganyapadhuramun.gov.np/,ict.ganyapdhura@gmail.com,136,15093,6545,8548,3070,80.678529,29.276604,
712,7,DADELDHURA,डँडेलधुरा,Nawadurga Gaunpalika,नवदुर्गा गाउँपालिका,Gaunpalika,5,Sapala-Banchora,सपल-बन्छोरा,Manilek,6,http://www.navadurgamun.gov.np/,nawadurgaruralmun@gmail.com,142,19957,8607,11350,4132,80.687045,29.356401,
713,7,DADELDHURA,डँडेलधुरा,Parashuram Municipality,परशुराम नगरपालिका,Nagarpalika,12,Parashuram,पारसहुरम्,Parashuram,7,http://www.parshurammun.gov.np/,,402,33954,16283,17671,5807,80.396923,29.143215,
714,7,DARCHULA,दार्चुला,Apihimal Gaunpalika,अपिहिमाल गाउँपालिका,Gaunpalika,6,Khandeshwori,खानदेश्वोरि,Khandeshwori,1,http://www.apihimalmun.gov.np/,apihimaldarchula@gmail.com,614,6779,3379,3400,1085,80.541244,29.804357,
715,7,DARCHULA,दार्चुला,Byas Gaunpalika,ब्याँस गाउँपालिका,Gaunpalika,6,Sunsera,सुन्सेर,Sunsera,2,http://www.vyansmun.gov.np/,itvyans07@gmail.com,839,10347,4865,5482,1919,81.063151,29.528845,
716,7,DARCHULA,दार्चुला,Duhun Gaunpalika,दुहुँ गाउँपालिका,Gaunpalika,5,Hikila,हिकिला,Hikila,3,http://www.duhunmun.gov.np/,duhunrm@gmail.com,65.35,10818,5102,5716,1982,80.610679,29.905981,
717,7,DARCHULA,दार्चुला,Lekam Gaunpalika,लेकम गाउँपालिका,Gaunpalika,6,Kharkada,खर्कदा,Kharkada,4,http://www.lekammun.gov.np/,lekam.rmun@gmail.com,83.98,14838,6754,8084,2851,80.459586,29.663231,
718,7,DARCHULA,दार्चुला,Mahakali Municipality,महाकाली नगरपालिका,Nagarpalika,9,Api,अपि,Api,5,http://www.mahakalimundarchula.gov.np/,,135,21231,10162,11069,4526,80.539487,29.842445,
719,7,DARCHULA,दार्चुला,Malikarjun Gaunpalika,मालिकार्जुन गाउँपालिका,Gaunpalika,8,Shankarpur,शंकरपुर्,Shankarpur,6,http://www.malikarjunmun.gov.np/,mrmdarchula@gmail.com,101,15581,7239,8342,3096,80.439938,29.733965,
720,7,DARCHULA,दार्चुला,Marma Gaunpalika,मार्मा गाउँपालिका,Gaunpalika,6,Latinath,लतीनअथ्,Latinath,7,http://www.marmamun.gov.np/,rm.marma.darchula@gmail.com,208,14956,7268,7688,2508,80.7597,29.736048,
721,7,DARCHULA,दार्चुला,Naugad Gaunpalika,नौगाड गाउँपालिका,Gaunpalika,6,Hoparigad,होपरिगद्,Dhuligada,8,http://www.naugadmun.gov.np/,naugaad@gmail.com,180,15874,7624,8250,2616,80.617389,29.749495,
722,7,DARCHULA,दार्चुला,Shailyashikhar Municipality,शैल्यशिखर नगरपालिका,Nagarpalika,9,Gokuleshwor,गोकुलेश्वोर,Gokuleshwor,9,http://www.shailyashikharmun.gov.np/,,118,22060,10471,11589,4021,80.546492,29.672175,
723,7,DOTI,डोटी,Aadarsha Gaunpalika,आदर्श गाउँपालिका,Gaunpalika,7,Kalikasthan,कालिकास्थान,Kalikasthan,1,http://www.aadarshamun.gov.np/,aadarshmun@gmail.com,128,23945,10163,13782,4747,80.933351,29.311319,
724,7,DOTI,डोटी,Badi Kedar Gaunpalika,बडीकेदार गाउँपालिका,Gaunpalika,5,Barchhian,बर्छिअन्,Barchhian,2,http://www.badikedarmun.gov.np/,doti.badikedar@gmail.com,333,12740,6244,6496,2044,80.849421,29.023682,
725,7,DOTI,डोटी,Bogatan Gaunpalika,बोगटान गाउँपालिका,Gaunpalika,7,Chabarachautara,चाबारा चौतारा,Chabarachautara,3,http://bogatanmun.gov.np/,,300,17902,8480,9422,3130,81.038305,29.054791,
726,7,DOTI,डोटी,Dipayal Silgadhi Municipality,दिपायल सिलगढी नगरपालिका,Nagarpalika,9,Dipayal Silgadhi,डिपायल सिल्गधि,Dipayal Silgadhi,4,http://www.dipayalsilgadhimun.gov.np/,,127,32830,14912,17918,7443,80.985858,29.266414,
727,7,DOTI,डोटी,Jorayal Gaunpalika,जोरायल गाउँपालिका,Gaunpalika,6,Saraswatinagar,सरस्वतीनअगर्,Saraswatinagar,5,http://www.jorayalmun.gov.np/,"ito.jrm@gmail.com ,",419,20824,10156,10668,3808,80.683068,29.11473,
728,7,DOTI,डोटी,K.I. Singh Gaunpalika,के.आई.सिं. गाउँपालिका,Gaunpalika,7,Durgamandu,डुर्गमन्दु,Durgamandu,6,http://www.kisinghmun.gov.np/,kisingh.rm@gmail.com,127,20903,8993,11910,4259,80.957884,29.162771,
729,7,DOTI,डोटी,Purbichouki Gaunpalika,पुर्विचौकी गाउँपालिका,Gaunpalika,7,Sanagaun,सनागाउँ,Sanagaun,7,http://www.purbichaukimun.gov.np/,"ito.purbichaukimun@gmail.com,",118,23788,10115,13673,5159,81.059497,29.27485,
730,7,DOTI,डोटी,Sayal Gaunpalika,सायल गाउँपालिका,Gaunpalika,6,Dudilagada Omnagar,डुदिलगदा ॐनगर्,Daud,8,http://www.sayalmun.gov.np/,,123,19551,8859,10692,3772,80.994092,29.36831,
731,7,DOTI,डोटी,Shikhar Municipality,शिखर नगरपालिका,Nagarpalika,11,Pachnali,पचनलि,Pachnali,9,http://www.shikharmun.gov.np/,,285,31801,13420,18381,6665,80.864678,29.277956,
732,7,KAILALI,कैलाली,Bardagoriya Gaunpalika,बर्दगोरिया गाउँपालिका,Gaunpalika,6,Dodhara,डोधारा,Dodhara,1,http://www.bardgoriyamun.gov.np/,bardagoriyagaupalika2017@gmail.com,77.26,32683,15653,17030,5703,81.047799,28.663532,
733,7,KAILALI,कैलाली,Bhajani Municipality,भजनी नगरपालिका,Nagarpalika,9,Bhajani Trishakti,भजनी तृशक्ति,Bhajani Trishakti,2,http://www.bhajanimun.gov.np/,,176,51845,25716,26129,8717,80.96799,28.492759,
734,7,KAILALI,कैलाली,Chure Gaunpalika,चुरे गाउँपालिका,Gaunpalika,6,Nigali,निगलि,Nigali,3,http://www.churemun.gov.np/,chure.gaupalika@gmail.com,493,18924,9329,9595,3362,80.75454,28.97331,
735,7,KAILALI,कैलाली,Dhangadhi Sub-Metropolitian City,धनगढी उपमहानगरपालिका,Upamahanagarpalika,19,Dhangadhi,ढनगधि,Dhangadhi,4,http://www.dhangadhimun.gov.np/,,262,147741,73462,74279,29143,80.58458,28.707,
736,7,KAILALI,कैलाली,Gauriganga Municipality,गौरीगंगा नगरपालिका,Nagarpalika,,Chaumala,चौमला,Chaumala,5,http://www.gaurigangamun.gov.np/,,244,55314,26121,29193,10072,80.739287,28.773913,
